Customer ID,Age,Gender,Loyalty Member
11303,41,Female,Yes
11987,70,Female,No
15350,18,Male,No
9299,75,Male,No
14194,78,Female,No
5789,69,Female,No
16105,37,Male,Yes
14558,51,Female,No
8406,39,Male,No
13632,71,Female,No
16020,51,Male,Yes
7632,79,Male,Yes
18797,22,Female,No
8492,57,Female,No
18783,34,Male,No
19213,32,Male,No
14563,51,Female,No
1484,63,Male,No
5566,67,Female,No
3575,49,Male,Yes
13964,50,Male,No
15489,58,Male,No
17778,63,Female,No
2562,23,Male,No
4408,40,Male,Yes
3502,67,Male,No
1105,42,Female,No
5844,30,Male,No
9592,45,Male,No
9528,78,Female,Yes
19610,67,Male,Yes
5603,28,Male,No
14856,46,Female,No
13976,29,Female,No
12329,50,Female,No
7518,54,Male,No
1271,36,Female,No
18026,57,Female,Yes
18022,48,Male,No
19880,63,Female,No
14028,35,Male,No
5674,20,Male,No
9760,33,Female,No
15242,49,Female,No
3170,68,Male,No
11465,46,Female,No
4495,72,Female,No
11483,65,Male,Yes
14439,36,Male,No
19807,56,Female,No
16628,72,Male,No
19960,78,Male,Yes
9570,50,Male,No
6507,38,Female,Yes
18943,80,Male,No
6128,66,Male,No
19014,45,Female,No
18127,71,Female,No
3515,67,Female,No
14497,18,Female,No
4232,46,Female,No
17314,77,Female,Yes
11790,24,Male,No
18996,48,Male,No
2778,28,Male,Yes
12442,56,Female,No
13888,32,Female,No
5849,57,Male,No
4841,53,Male,Yes
13909,42,Female,Yes
8731,34,Female,No
15031,70,Male,No
13074,49,Female,No
14632,57,Male,No
6997,30,Male,No
3464,32,Male,Yes
5555,56,Female,Yes
4122,36,Female,No
12419,20,Female,Yes
17343,23,Male,No
5479,40,Female,No
18490,48,Female,No
17174,67,Female,Yes
8983,58,Male,No
11104,57,Male,No
18982,67,Female,No
7776,49,Female,No
4663,52,Male,Yes
18403,54,Female,No
1480,48,Male,No
11162,62,Male,No
16130,38,Female,Yes
13439,77,Female,No
5169,29,Male,Yes
2396,58,Male,No
7025,41,Female,No
13715,38,Female,No
17141,53,Male,No
15259,79,Female,Yes
6986,18,Male,No
7662,78,Female,Yes
19605,62,Female,No
12687,30,Male,No
6320,60,Male,No
18784,63,Female,No
8310,23,Male,No
12865,52,Female,No
5350,62,Male,No
7932,32,Male,No
17780,32,Female,Yes
18703,55,Male,No
7434,53,Male,No
13549,67,Male,No
15879,21,Female,Yes
4236,39,Female,No
17883,18,Male,No
14052,78,Female,No
5283,79,Male,Yes
6969,57,Male,No
12884,45,Male,No
2134,35,Female,No
19529,26,Male,No
4441,35,Female,Yes
12244,79,Female,No
11444,54,Female,No
1601,40,Male,No
19909,44,Male,No
17915,58,Female,No
13081,18,Female,No
13673,50,Male,No
7551,43,Female,Yes
3782,80,Female,No
1183,80,Male,Yes
5685,23,Male,No
3197,56,Male,No
14836,18,Male,Yes
6077,56,Male,No
15212,80,Female,Yes
14236,41,Male,Yes
11318,45,Female,No
6715,62,Male,No
1695,75,Male,No
1909,29,Male,No
2076,69,Female,Yes
12597,43,Male,No
15656,18,Female,No
16179,40,Female,Yes
14569,36,Male,No
13162,29,Male,No
8989,49,Female,No
17272,51,Male,No
17422,28,Male,No
3659,73,Female,No
1803,44,Female,No
7525,40,Male,No
5020,62,Female,No
8039,75,Male,No
13579,37,Female,No
12666,71,Male,No
8488,46,Female,Yes
4064,53,Female,No
11175,75,Male,No
13184,68,Male,No
15198,32,Male,Yes
18715,20,Male,No
2745,75,Male,Yes
6845,42,Male,No
16036,43,Female,Yes
3013,43,Female,No
6719,70,Female,No
7773,32,Male,No
15609,68,Male,Yes
3737,24,Female,No
18767,54,Female,No
3727,80,Male,No
1411,23,Male,No
15386,29,Male,No
19204,58,Male,Yes
18832,35,Male,No
8807,27,Male,No
18143,60,Female,No
13358,54,Male,No
18373,76,Male,No
11430,22,Female,No
16836,30,Male,No
5911,23,Male,No
15356,73,Female,No
8984,79,Male,No
11612,22,Male,Yes
18156,62,Male,No
14647,62,Female,No
11313,47,Female,Yes
7745,25,Female,No
19671,53,Female,No
2150,63,Female,No
11050,58,Female,No
9880,74,Female,No
6914,75,Male,No
17862,57,Male,No
4013,41,Male,No
15878,39,Male,No
6457,79,Female,Yes
9700,72,Female,No
18594,63,Male,No
7389,42,Male,No
17615,52,Male,Yes
12990,41,Male,Yes
8617,28,Male,No
6831,69,Male,No
5040,47,Female,No
12367,71,Male,No
14153,69,Female,No
17247,35,Female,No
17285,21,Male,Yes
14784,76,Male,Yes
18036,61,Female,Yes
12280,48,Female,No
9538,45,Female,No
12302,36,Female,No
14772,64,Female,No
15748,79,Female,No
4015,33,Female,No
15634,39,Female,Yes
7034,42,Male,No
4044,20,Male,No
8546,27,Male,No
13078,27,Female,No
14983,32,Female,No
5181,43,Male,No
1175,62,Male,No
17992,35,Female,No
14058,66,Male,No
12569,64,Male,No
19081,62,Female,No
19905,76,Male,No
15776,60,Male,No
8400,29,Male,No
8498,22,Female,No
12341,26,Female,No
12407,72,Male,No
9439,44,Male,No
18178,51,Male,No
17569,53,Male,No
2589,73,Female,No
12545,43,Male,Yes
1878,39,Female,No
9768,74,Female,No
2961,18,Male,No
12485,70,Male,No
5395,35,Female,No
4957,36,Male,No
11380,19,Female,No
19463,75,Male,No
9376,54,Male,Yes
4935,50,Female,Yes
18501,66,Female,No
18735,35,Female,No
17317,44,Female,No
9263,30,Female,No
9927,68,Male,No
8497,44,Male,No
19295,74,Male,No
12573,74,Male,Yes
16929,45,Female,No
15540,66,Female,Yes
15174,66,Female,No
16207,45,Female,No
16382,75,Male,No
15100,80,Male,No
6463,63,Male,No
19109,20,Male,No
2212,69,Female,No
18304,33,Female,No
2526,22,Male,No
12831,77,Female,No
14697,66,Female,No
18285,43,Male,No
14274,43,Female,No
11139,50,Male,No
16331,43,Female,No
15599,65,Male,No
18987,45,Female,No
16344,50,Male,No
8329,75,Female,Yes
3869,30,Male,No
18984,58,Male,No
14084,49,Female,No
12755,35,Female,No
15067,77,Male,Yes
12667,40,Female,No
8652,80,Male,No
5344,45,Female,No
7125,58,Female,Yes
19537,36,Female,No
5029,27,Female,Yes
3442,80,Male,No
14895,46,Male,Yes
15982,79,Male,No
16805,73,Female,No
7897,71,Male,No
15459,74,Female,No
16018,68,Female,No
4482,31,Female,No
8527,35,Female,No
13568,39,Male,No
9859,74,Male,No
15159,18,Female,No
17536,29,Male,No
1122,69,Male,Yes
18557,28,Female,Yes
6710,69,Female,No
3146,62,Female,No
1079,64,Male,No
9471,68,Male,Yes
6809,47,Male,No
4568,27,Female,Yes
12607,73,Male,No
15476,48,Female,No
17616,40,Male,No
1936,53,Female,Yes
12716,79,Male,Yes
17629,53,Female,No
4365,36,Male,Yes
2215,65,Male,No
18277,29,Male,No
17578,28,Male,No
4132,43,Male,Yes
16629,63,Male,Yes
16729,55,Male,No
16881,50,Female,No
7960,58,Male,No
4061,61,Male,No
12156,48,Female,No
5279,27,Female,No
17198,53,Female,No
6602,63,Male,No
15207,50,Female,No
11943,49,Female,No
18062,29,Male,Yes
9962,38,Female,No
5323,62,Female,No
8866,72,Male,Yes
7420,35,Male,No
7842,47,Female,No
15332,76,Male,No
16414,37,Male,No
11975,41,Female,Yes
4968,53,Female,No
14791,70,Male,Yes
19276,64,Female,No
18053,26,Female,No
7413,52,Female,No
6510,41,Male,No
18867,45,Male,No
12285,39,Male,Yes
18004,58,Male,Yes
1215,47,Male,No
11782,45,Male,No
12074,57,Female,No
15610,70,Male,No
1880,48,Female,No
18114,56,Female,No
1355,30,Male,No
7563,21,Female,No
17418,69,Male,No
14292,41,Female,No
4031,50,Male,No
4037,27,Male,No
1863,55,Male,Yes
16284,70,Male,No
6305,71,Male,No
2738,30,Female,No
18449,33,Male,No
18319,34,Male,No
19732,33,Male,Yes
18939,69,Male,No
7712,78,Male,No
19252,66,Male,No
14144,38,Female,No
18774,53,Female,No
7988,59,Male,No
14902,24,Female,Yes
18877,19,Female,No
13555,49,Male,No
5235,45,Female,Yes
3901,77,Male,No
12211,56,Male,No
11599,54,Female,No
12787,36,Female,No
1972,37,Female,Yes
18840,20,Male,Yes
7989,53,Female,No
17058,41,Female,No
18306,50,Female,No
9895,67,Male,No
13014,54,Male,No
19906,40,Female,No
14350,37,Male,No
5594,45,Male,No
11855,40,Female,No
5579,30,Male,No
9485,23,Male,Yes
17658,79,Male,Yes
18897,58,Male,Yes
8840,59,Female,No
13860,28,Female,No
1495,45,Female,No
7762,46,Male,No
9197,28,Male,No
13877,43,Female,No
1192,60,Male,No
16462,36,Female,No
2258,25,Male,No
17897,59,Male,No
3992,67,Male,No
3982,44,Female,No
12655,54,Female,Yes
13997,49,Female,No
12643,28,Male,No
19593,30,Female,Yes
18909,69,Male,Yes
16825,75,Male,No
2750,28,Female,No
13728,68,Female,No
15462,75,Female,Yes
19517,54,Female,No
14211,62,Female,No
9759,66,Female,No
19474,20,Female,No
6416,27,Female,No
16132,66,Male,No
6424,23,Female,No
2180,26,Male,No
16285,32,Female,Yes
11340,38,Female,No
11310,63,Male,No
6716,36,Male,No
15518,53,Female,Yes
11575,64,Female,Yes
2099,79,Male,No
6946,73,Female,No
18513,24,Female,No
2037,37,Male,No
18653,57,Male,No
19475,61,Male,No
5983,30,Female,No
16452,41,Female,No
7169,75,Male,Yes
9783,53,Female,Yes
2182,41,Male,No
8953,70,Male,No
8736,42,Male,No
11764,75,Female,No
11779,36,Male,No
2413,56,Female,No
4559,55,Male,No
18819,20,Female,No
2605,33,Male,No
2755,41,Male,No
3641,33,Female,No
12613,54,Female,No
15391,40,Male,Yes
17309,35,Female,No
18808,71,Male,No
13125,42,Female,No
12431,21,Female,Yes
8496,65,Male,No
17365,34,Male,No
14744,65,Male,Yes
16995,70,Male,No
13417,57,Male,No
7726,71,Male,No
15344,74,Male,No
19191,44,Male,No
5799,27,Male,No
18082,28,Female,No
4238,32,Female,Yes
19791,59,Female,No
1145,75,Female,No
18084,78,Female,No
6100,50,Female,No
18329,26,Female,No
9868,58,Male,No
4099,44,Male,No
5597,69,Male,No
2593,44,Female,No
2610,36,Male,No
16864,29,Male,No
15292,21,Male,No
19569,28,Male,No
17482,71,Female,No
8571,69,Male,No
13823,33,Male,No
4881,35,Female,Yes
13665,29,Female,No
5219,55,Male,No
13287,44,Female,No
3857,47,Male,No
6239,58,Male,No
15285,34,Male,No
13332,60,Female,No
11972,77,Male,No
11086,75,Male,No
1794,80,Male,No
7526,34,Male,No
13369,38,Male,No
19723,38,Male,Yes
11904,46,Male,No
19824,76,Male,No
11029,40,Female,No
11323,24,Male,No
6726,77,Male,No
5999,44,Male,No
9075,27,Male,Yes
19351,50,Male,No
1073,46,Female,Yes
19918,71,Female,Yes
3649,42,Female,No
5722,40,Male,Yes
1559,59,Male,No
11625,38,Female,Yes
3614,54,Female,Yes
14490,18,Male,Yes
14112,63,Male,No
14452,35,Male,No
2473,69,Female,No
13535,69,Male,No
11680,49,Male,Yes
2800,19,Female,No
16707,22,Male,Yes
18629,80,Male,No
11459,52,Male,No
8574,71,Male,No
8349,70,Male,No
3968,64,Male,No
11905,32,Female,Yes
17717,19,Male,No
7446,64,Male,No
6508,30,Female,No
19222,39,Female,No
13672,37,Male,No
12031,35,Male,Yes
11602,23,Female,No
18843,78,Male,No
7188,30,Female,No
2890,54,Male,Yes
5899,31,Male,No
19378,30,Male,No
15238,73,Female,No
14520,34,Male,No
19795,46,Male,No
3331,44,Male,No
19373,69,Male,No
13214,36,Female,No
1602,23,Male,Yes
12175,62,Female,No
3878,40,Male,No
13686,35,Female,No
14288,21,Male,No
4125,37,Male,No
3340,46,Female,No
17946,72,Male,No
2112,20,Male,No
19277,23,Male,No
8102,21,Female,No
11677,39,Female,No
17647,68,Female,No
12433,22,Male,No
17792,73,Female,No
4520,32,Female,Yes
8951,56,Male,No
13883,42,Male,Yes
13569,38,Female,No
18221,19,Male,No
7578,32,Male,Yes
14808,24,Female,No
3194,24,Female,No
1921,23,Female,No
7968,75,Female,No
1350,77,Male,No
5709,53,Male,Yes
13838,26,Male,No
8064,30,Male,No
11111,70,Female,Yes
16708,71,Female,No
7562,74,Female,No
15297,68,Male,No
3281,76,Male,Yes
8783,38,Male,No
4917,43,Male,No
14609,34,Female,No
11232,25,Male,No
13726,31,Female,No
14445,38,Male,No
11133,49,Male,Yes
16315,18,Female,No
15944,56,Female,Yes
12932,55,Male,Yes
17939,51,Male,No
15271,74,Female,No
18658,34,Male,No
4662,55,Female,No
13055,72,Female,No
7212,75,Female,No
4129,69,Male,No
4696,23,Female,No
3207,60,Male,Yes
19298,48,Male,Yes
14798,45,Female,No
1115,31,Female,No
12671,22,Female,No
12705,49,Female,No
12771,74,Male,Yes
19286,42,Female,No
7136,40,Female,No
13147,53,Female,No
15641,27,Male,Yes
4983,67,Male,No
9743,59,Female,No
18892,26,Male,No
4235,30,Female,No
3947,78,Male,No
11025,73,Female,No
8719,36,Female,No
18149,68,Female,Yes
1742,43,Female,No
15399,61,Male,No
6155,68,Female,No
14496,62,Male,No
1727,24,Male,Yes
7645,69,Female,No
1574,31,Female,No
16917,20,Female,No
3811,41,Male,No
5354,27,Female,No
15549,42,Male,No
13469,61,Female,No
5689,52,Male,No
18262,66,Male,No
14649,29,Female,No
2244,43,Male,No
1616,39,Female,No
5650,21,Female,Yes
15485,70,Female,Yes
9297,23,Female,No
14711,38,Male,No
2699,66,Male,No
7601,74,Male,No
5633,71,Female,No
13414,63,Female,Yes
14383,21,Female,No
17113,51,Male,No
16798,47,Male,Yes
5945,36,Female,Yes
4997,26,Male,No
3761,42,Female,No
4506,51,Female,No
6028,19,Female,Yes
11743,38,Female,No
16609,65,Male,Yes
4160,36,Female,No
3770,28,Male,Yes
6698,52,Female,Yes
14179,67,Male,Yes
14845,77,Female,Yes
11761,51,Male,No
4892,65,Female,No
4686,38,Male,No
17349,48,Female,No
17539,44,Female,Yes
8067,28,Female,No
19450,43,Female,No
9866,39,Male,No
1154,70,Female,No
16823,40,Male,No
4629,71,Female,No
13939,79,Female,Yes
6735,20,Male,No
15679,63,Male,No
5502,33,Male,No
11767,37,Male,No
9140,41,Female,No
17586,42,Female,Yes
2087,61,Female,No
19228,69,Female,No
8521,35,Female,No
18407,20,Female,No
14657,19,Male,No
8254,27,Male,No
19754,34,Male,Yes
14135,23,Female,No
5786,58,Male,No
19763,30,Male,No
8171,66,Male,No
19793,80,Female,No
13514,72,Male,No
5172,43,Male,No
13230,44,Male,No
5879,48,Male,Yes
17788,37,Female,No
9096,57,Female,No
14463,44,Female,Yes
12881,23,Female,Yes
4274,58,Female,No
2922,39,Female,No
8746,76,Female,No
5322,52,Female,No
13732,60,Male,No
17186,47,Female,Yes
12147,50,Female,No
12152,32,Male,No
9560,66,Male,No
16646,66,Male,No
13212,45,Male,No
12233,30,Male,Yes
17888,77,Female,Yes
3806,35,Male,No
9735,74,Female,No
2806,26,Male,No
19042,69,Female,No
16574,32,Female,Yes
8553,52,Female,Yes
14825,28,Male,No
2817,44,Female,No
15889,75,Female,No
11580,35,Female,Yes
17802,38,Male,No
4293,58,Female,No
11745,65,Female,No
5710,21,Male,No
17467,53,Female,No
6889,46,Male,Yes
12929,29,Male,Yes
14899,66,Female,Yes
19991,75,Male,Yes
2861,48,Female,Yes
4577,40,Male,Yes
4655,23,Female,No
13001,72,Male,No
12956,36,Male,Yes
7074,30,Female,No
5892,51,Female,No
18226,34,Male,No
11684,53,Male,Yes
8218,54,Male,No
7159,68,Male,No
6799,32,Female,No
5665,32,Female,No
19190,76,Male,No
17460,62,Female,No
9245,36,Male,Yes
7774,27,Male,No
11812,76,Male,No
19742,37,Male,No
2943,49,Male,Yes
1461,65,Female,No
13151,61,Female,No
17232,39,Female,No
18664,54,Male,No
8811,47,Female,No
3994,18,Male,Yes
6500,45,Male,No
15225,20,Female,Yes
5461,43,Male,No
2629,49,Male,Yes
19714,43,Female,No
12378,79,Male,Yes
19786,22,Female,No
14311,57,Female,No
18858,34,Female,No
17117,39,Male,Yes
14574,63,Female,No
19784,22,Male,No
6340,55,Male,Yes
6652,73,Male,No
2114,29,Female,No
12303,43,Male,Yes
18426,32,Male,No
19059,59,Male,No
17783,31,Male,No
17886,37,Male,No
13202,51,Male,Yes
15128,72,Female,Yes
17096,68,Male,No
9588,26,Female,No
6487,41,Female,Yes
12626,78,Female,No
18928,75,Female,No
17820,47,Male,Yes
18681,39,Male,Yes
17266,73,Female,No
14988,49,Male,No
11197,39,Female,No
18103,38,Male,No
12220,24,Female,No
1314,30,Male,No
18141,23,Female,No
14126,21,Female,Yes
5242,49,Female,No
18386,69,Female,No
4443,74,Female,No
16294,66,Female,No
9571,76,Male,No
1352,19,Male,No
14689,39,Female,No
16655,26,Female,No
1389,22,Male,Yes
8725,64,Female,No
8383,57,Male,No
13879,36,Female,No
13090,69,Female,No
2254,57,Female,No
19409,47,Male,No
15509,46,Female,No
17922,29,Female,No
16903,74,Female,No
13834,78,Female,No
1893,51,Female,No
8123,61,Male,No
14376,18,Male,Yes
1171,50,Male,No
16896,79,Male,No
14399,76,Female,No
11701,24,Female,No
17954,43,Male,Yes
9453,59,Female,No
9898,48,Male,No
3494,58,Male,Yes
4709,19,Female,No
13630,24,Male,Yes
15410,67,Male,Yes
7355,60,Female,No
13431,22,Male,No
17561,41,Female,No
7003,64,Male,No
2156,75,Male,No
4152,49,Male,Yes
16926,53,Male,No
6771,68,Male,No
9821,74,Female,No
11458,35,Female,Yes
17591,50,Male,Yes
11015,36,Male,No
17596,79,Female,No
9810,46,Male,No
17302,68,Female,No
4970,39,Female,No
9126,76,Male,No
12344,59,Female,No
7053,48,Male,No
8599,40,Male,No
14648,73,Female,No
19028,68,Female,No
7282,71,Male,No
9005,36,Female,No
3040,28,Female,No
14233,70,Male,No
15810,53,Male,Yes
14703,52,Male,No
19097,68,Male,No
2658,28,Male,Yes
15558,34,Male,No
8286,74,Male,No
9368,24,Male,No
8918,32,Female,No
14322,31,Male,No
15875,76,Male,No
8614,62,Female,No
15557,43,Female,No
19066,52,Male,No
7566,29,Female,No
18972,21,Female,No
11617,41,Female,Yes
19782,56,Female,Yes
12325,24,Male,No
18198,21,Female,No
9741,44,Female,No
13572,69,Male,No
5957,41,Female,No
19853,55,Male,Yes
5997,40,Male,No
13329,65,Female,No
5516,53,Female,No
13004,80,Male,No
16553,56,Female,No
16454,63,Female,No
3810,64,Female,Yes
12565,73,Female,No
3785,51,Male,Yes
11739,41,Female,Yes
6137,58,Male,No
5730,40,Male,Yes
11187,51,Female,No
12136,76,Female,No
3143,34,Male,No
12897,35,Male,No
6343,18,Male,No
11695,51,Female,No
5054,29,Female,No
15289,35,Female,No
13670,47,Female,No
5335,53,Female,No
15682,41,Female,No
19743,32,Female,Yes
3445,18,Male,Yes
13334,30,Male,No
19559,45,Female,No
11107,67,Female,No
1789,69,Male,No
3800,23,Female,No
1316,52,Male,Yes
8523,33,Male,No
12615,71,Female,No
11989,18,Male,No
14805,28,Male,No
16200,43,Male,No
7397,26,Male,No
13824,71,Male,No
17100,51,Male,No
13276,64,Male,Yes
1357,30,Female,Yes
8036,75,Female,No
14373,30,Female,No
9351,50,Female,No
4920,22,Male,No
5179,44,Female,No
13299,20,Male,No
18384,42,Male,No
7358,21,Female,No
8035,18,Female,No
8027,50,Female,No
15210,28,Female,No
11618,80,Male,No
9462,29,Male,No
18324,29,Female,No
11571,39,Female,No
3129,61,Male,Yes
15808,49,Female,No
5864,61,Male,No
11558,19,Female,No
14001,67,Male,No
19012,43,Female,No
1504,41,Male,No
15114,64,Female,No
15168,44,Female,No
1483,52,Female,No
4363,45,Male,No
11489,27,Male,No
17744,61,Male,Yes
13562,36,Male,No
19943,55,Male,Yes
18194,56,Male,No
15151,28,Male,Yes
7584,45,Female,No
8142,59,Male,No
1124,24,Female,No
1689,31,Male,No
7716,40,Female,No
9193,77,Female,Yes
17798,51,Female,No
18312,18,Female,No
14108,75,Male,No
4499,67,Female,No
11375,52,Female,Yes
2181,44,Male,No
2822,71,Female,No
16788,80,Male,No
9073,57,Female,No
9064,32,Female,No
16376,25,Male,No
3588,22,Male,Yes
7447,27,Female,No
13448,70,Female,No
18794,43,Male,No
9312,79,Male,No
12157,56,Female,No
9296,49,Male,No
16381,68,Male,No
11925,80,Male,No
3476,30,Male,No
5424,73,Male,No
13351,49,Male,No
15542,63,Male,No
19555,51,Female,No
16924,45,Male,No
15368,44,Female,Yes
6029,72,Male,No
19576,57,Female,No
7908,19,Female,No
5527,28,Female,Yes
9150,53,Male,No
9284,21,Male,No
5985,31,Female,No
11237,55,Female,Yes
16616,53,Female,No
14712,26,Male,No
19118,21,Male,No
15299,63,Female,Yes
7010,80,Female,No
1160,22,Female,Yes
15148,34,Male,No
13096,56,Male,No
4689,70,Male,No
13900,19,Male,No
15169,68,Female,No
14048,26,Female,No
15162,40,Female,Yes
6760,22,Female,No
16077,53,Female,Yes
8705,45,Male,Yes
17843,25,Female,No
12424,31,Female,No
17890,41,Male,No
13012,65,Female,No
1965,28,Male,No
4216,21,Female,No
14027,29,Male,Yes
9545,28,Female,Yes
17731,55,Female,No
12796,28,Male,No
8249,77,Female,No
7313,70,Female,No
1945,31,Male,No
17237,18,Male,No
17253,74,Female,Yes
19086,72,Male,No
12917,39,Male,No
15637,58,Female,No
5478,22,Female,No
3689,53,Female,No
12706,79,Male,No
9578,27,Male,No
19510,28,Male,No
5876,54,Female,No
7706,33,Male,No
16194,76,Female,Yes
19787,19,Female,No
17683,63,Female,No
8867,75,Female,Yes
12657,29,Male,No
16532,45,Female,No
6789,46,Male,No
11712,36,Male,No
19479,27,Female,No
11811,53,Male,No
6801,72,Male,No
7394,62,Female,No
15417,22,Male,No
12799,31,Female,Yes
5540,58,Female,No
3123,29,Male,No
8438,44,Female,Yes
15996,42,Male,No
13580,67,Female,No
17169,21,Female,No
3168,56,Male,Yes
17730,68,Female,No
9144,54,Female,No
18801,72,Male,No
13998,60,Female,Yes
5995,49,Female,Yes
12813,19,Female,No
16522,36,Male,No
14380,42,Female,No
3026,74,Male,Yes
7381,23,Female,No
16450,26,Female,Yes
19139,34,Female,Yes
16769,77,Female,No
15695,41,Female,Yes
15195,37,Female,No
19879,68,Female,Yes
2607,68,Male,No
9012,32,Male,No
6972,52,Female,No
2513,40,Female,No
6211,48,Female,No
16386,31,Female,No
9994,55,Male,No
17481,37,Female,No
13820,73,Male,No
19890,28,Male,No
1031,20,Female,No
15226,56,Male,No
12618,55,Female,No
11022,26,Male,No
15295,50,Male,Yes
15007,19,Male,No
15577,57,Male,No
13666,65,Female,No
6275,29,Female,No
5702,72,Male,No
12556,76,Male,No
6140,22,Male,No
17330,34,Female,No
19892,45,Female,No
16187,27,Female,No
19971,56,Male,No
19657,33,Male,No
12925,64,Female,No
1015,22,Male,No
15083,38,Male,No
18243,69,Male,No
11640,26,Female,No
12186,70,Male,No
5458,63,Male,No
11762,45,Male,No
5539,42,Female,Yes
12191,49,Female,No
12249,45,Female,No
7979,49,Female,No
3946,43,Female,No
14780,19,Female,No
12322,33,Male,No
3876,28,Female,No
8078,43,Male,No
4867,19,Male,No
18833,53,Male,Yes
8110,66,Female,No
7872,35,Male,No
11926,22,Female,Yes
16982,25,Female,No
13024,73,Male,No
13023,24,Female,No
4491,64,Male,No
18181,66,Female,No
11816,47,Male,No
