customer_id,age,gender,loyalty_member
14690,18,Male,0
6242,76,Male,0
14213,50,Male,1
12458,46,Female,0
9215,45,Male,0
3122,72,Male,0
18266,26,Female,1
17091,71,Female,1
2547,60,Female,0
2898,37,Male,0
19901,80,Female,1
19672,25,Female,0
13609,55,Male,1
13463,55,Male,0
16216,50,Female,0
11476,24,Female,0
6186,68,Female,0
2147,61,Male,0
18788,27,Male,1
2556,35,Female,0
5816,21,Female,0
11560,54,Male,0
8993,76,Male,1
17682,59,Male,0
15059,38,Male,1
14717,59,Male,0
7718,62,Male,0
16970,23,Female,0
1265,29,Female,0
19214,80,Male,1
15779,58,Male,0
8526,78,Male,0
6403,61,Male,0
9497,39,Female,0
1139,56,Female,0
5034,60,Male,0
15231,68,Female,0
19223,69,Female,0
8194,33,Female,0
5981,53,Female,0
2720,28,Female,0
19820,32,Female,1
13190,50,Male,0
6297,21,Female,1
9318,50,Male,1
2881,64,Female,1
1422,62,Female,1
6489,39,Male,0
12477,76,Male,0
1216,35,Female,1
1799,73,Female,0
16139,58,Female,0
1327,80,Male,0
14267,21,Female,1
6168,38,Female,0
12408,75,Female,0
2300,36,Male,0
11062,58,Female,0
18679,43,Female,0
13776,52,Male,0
11829,66,Female,0
5371,25,Female,0
17367,23,Female,1
5281,76,Male,0
3792,80,Female,0
6280,26,Female,1
11303,41,Female,1
11987,70,Female,0
15350,18,Male,0
9299,75,Male,0
14194,78,Female,0
5789,69,Female,0
16105,37,Male,1
14558,51,Female,0
8406,39,Male,0
13632,71,Female,0
16020,51,Male,1
7632,79,Male,1
18797,22,Female,0
8492,57,Female,0
18783,34,Male,0
19213,32,Male,0
14563,51,Female,0
1484,63,Male,0
5566,67,Female,0
3575,49,Male,1
13964,50,Male,0
15489,58,Male,0
17778,63,Female,0
2562,23,Male,0
4408,40,Male,1
3502,67,Male,0
1105,42,Female,0
5844,30,Male,0
9592,45,Male,0
9528,78,Female,1
19610,67,Male,1
5603,28,Male,0
14856,46,Female,0
13976,29,Female,0
12329,50,Female,0
7518,54,Male,0
1271,36,Female,0
18026,57,Female,1
18022,48,Male,0
19880,63,Female,0
14028,35,Male,0
5674,20,Male,0
9760,33,Female,0
15242,49,Female,0
3170,68,Male,0
11465,46,Female,0
4495,72,Female,0
11483,65,Male,1
14439,36,Male,0
19807,56,Female,0
16628,72,Male,0
19960,78,Male,1
9570,50,Male,0
6507,38,Female,1
18943,80,Male,0
6128,66,Male,0
19014,45,Female,0
18127,71,Female,0
3515,67,Female,0
14497,18,Female,0
4232,46,Female,0
17314,77,Female,1
11790,24,Male,0
18996,48,Male,0
2778,28,Male,1
12442,56,Female,0
13888,32,Female,0
5849,57,Male,0
4841,53,Male,1
13909,42,Female,1
8731,34,Female,0
15031,70,Male,0
13074,49,Female,0
14632,57,Male,0
6997,30,Male,0
3464,32,Male,1
5555,56,Female,1
4122,36,Female,0
12419,20,Female,1
17343,23,Male,0
5479,40,Female,0
18490,48,Female,0
17174,67,Female,1
8983,58,Male,0
11104,57,Male,0
18982,67,Female,0
7776,49,Female,0
4663,52,Male,1
18403,54,Female,0
1480,48,Male,0
11162,62,Male,0
16130,38,Female,1
13439,77,Female,0
5169,29,Male,1
2396,58,Male,0
7025,41,Female,0
13715,38,Female,0
17141,53,Male,0
15259,79,Female,1
6986,18,Male,0
7662,78,Female,1
19605,62,Female,0
12687,30,Male,0
6320,60,Male,0
18784,63,Female,0
8310,23,Male,0
12865,52,Female,0
5350,62,Male,0
7932,32,Male,0
17780,32,Female,1
18703,55,Male,0
7434,53,Male,0
13549,67,Male,0
15879,21,Female,1
4236,39,Female,0
17883,18,Male,0
14052,78,Female,0
5283,79,Male,1
6969,57,Male,0
12884,45,Male,0
2134,35,Female,0
19529,26,Male,0
4441,35,Female,1
12244,79,Female,0
11444,54,Female,0
1601,40,Male,0
19909,44,Male,0
17915,58,Female,0
13081,18,Female,0
13673,50,Male,0
7551,43,Female,1
3782,80,Female,0
1183,80,Male,1
5685,23,Male,0
3197,56,Male,0
14836,18,Male,1
6077,56,Male,0
15212,80,Female,1
14236,41,Male,1
11318,45,Female,0
6715,62,Male,0
1695,75,Male,0
1909,29,Male,0
2076,69,Female,1
12597,43,Male,0
15656,18,Female,0
16179,40,Female,1
14569,36,Male,0
13162,29,Male,0
8989,49,Female,0
17272,51,Male,0
17422,28,Male,0
3659,73,Female,0
1803,44,Female,0
7525,40,Male,0
5020,62,Female,0
8039,75,Male,0
13579,37,Female,0
12666,71,Male,0
8488,46,Female,1
4064,53,Female,0
11175,75,Male,0
13184,68,Male,0
15198,32,Male,1
18715,20,Male,0
2745,75,Male,1
6845,42,Male,0
16036,43,Female,1
3013,43,Female,0
6719,70,Female,0
7773,32,Male,0
15609,68,Male,1
3737,24,Female,0
18767,54,Female,0
3727,80,Male,0
1411,23,Male,0
15386,29,Male,0
19204,58,Male,1
18832,35,Male,0
8807,27,Male,0
18143,60,Female,0
13358,54,Male,0
18373,76,Male,0
11430,22,Female,0
16836,30,Male,0
5911,23,Male,0
15356,73,Female,0
8984,79,Male,0
11612,22,Male,1
18156,62,Male,0
14647,62,Female,0
11313,47,Female,1
7745,25,Female,0
19671,53,Female,0
2150,63,Female,0
11050,58,Female,0
9880,74,Female,0
6914,75,Male,0
17862,57,Male,0
4013,41,Male,0
15878,39,Male,0
6457,79,Female,1
9700,72,Female,0
18594,63,Male,0
7389,42,Male,0
17615,52,Male,1
12990,41,Male,1
8617,28,Male,0
6831,69,Male,0
5040,47,Female,0
12367,71,Male,0
14153,69,Female,0
17247,35,Female,0
17285,21,Male,1
14784,76,Male,1
18036,61,Female,1
12280,48,Female,0
9538,45,Female,0
12302,36,Female,0
14772,64,Female,0
15748,79,Female,0
4015,33,Female,0
15634,39,Female,1
7034,42,Male,0
4044,20,Male,0
8546,27,Male,0
13078,27,Female,0
14983,32,Female,0
5181,43,Male,0
1175,62,Male,0
17992,35,Female,0
14058,66,Male,0
12569,64,Male,0
19081,62,Female,0
19905,76,Male,0
15776,60,Male,0
8400,29,Male,0
8498,22,Female,0
12341,26,Female,0
12407,72,Male,0
9439,44,Male,0
18178,51,Male,0
17569,53,Male,0
2589,73,Female,0
12545,43,Male,1
1878,39,Female,0
9768,74,Female,0
2961,18,Male,0
12485,70,Male,0
5395,35,Female,0
4957,36,Male,0
11380,19,Female,0
19463,75,Male,0
9376,54,Male,1
4935,50,Female,1
18501,66,Female,0
18735,35,Female,0
17317,44,Female,0
9263,30,Female,0
9927,68,Male,0
8497,44,Male,0
19295,74,Male,0
12573,74,Male,1
16929,45,Female,0
15540,66,Female,1
15174,66,Female,0
16207,45,Female,0
16382,75,Male,0
15100,80,Male,0
6463,63,Male,0
19109,20,Male,0
2212,69,Female,0
18304,33,Female,0
2526,22,Male,0
12831,77,Female,0
14697,66,Female,0
18285,43,Male,0
14274,43,Female,0
11139,50,Male,0
16331,43,Female,0
15599,65,Male,0
18987,45,Female,0
16344,50,Male,0
8329,75,Female,1
3869,30,Male,0
18984,58,Male,0
14084,49,Female,0
12755,35,Female,0
15067,77,Male,1
12667,40,Female,0
8652,80,Male,0
5344,45,Female,0
7125,58,Female,1
19537,36,Female,0
5029,27,Female,1
3442,80,Male,0
14895,46,Male,1
15982,79,Male,0
16805,73,Female,0
7897,71,Male,0
15459,74,Female,0
16018,68,Female,0
4482,31,Female,0
8527,35,Female,0
13568,39,Male,0
9859,74,Male,0
15159,18,Female,0
17536,29,Male,0
1122,69,Male,1
18557,28,Female,1
6710,69,Female,0
3146,62,Female,0
1079,64,Male,0
9471,68,Male,1
6809,47,Male,0
4568,27,Female,1
12607,73,Male,0
15476,48,Female,0
17616,40,Male,0
1936,53,Female,1
12716,79,Male,1
17629,53,Female,0
4365,36,Male,1
2215,65,Male,0
18277,29,Male,0
17578,28,Male,0
4132,43,Male,1
16629,63,Male,1
16729,55,Male,0
16881,50,Female,0
7960,58,Male,0
4061,61,Male,0
12156,48,Female,0
5279,27,Female,0
17198,53,Female,0
6602,63,Male,0
15207,50,Female,0
11943,49,Female,0
18062,29,Male,1
9962,38,Female,0
5323,62,Female,0
8866,72,Male,1
7420,35,Male,0
7842,47,Female,0
15332,76,Male,0
16414,37,Male,0
11975,41,Female,1
4968,53,Female,0
14791,70,Male,1
19276,64,Female,0
18053,26,Female,0
7413,52,Female,0
6510,41,Male,0
18867,45,Male,0
12285,39,Male,1
18004,58,Male,1
1215,47,Male,0
11782,45,Male,0
12074,57,Female,0
15610,70,Male,0
1880,48,Female,0
18114,56,Female,0
1355,30,Male,0
7563,21,Female,0
17418,69,Male,0
14292,41,Female,0
4031,50,Male,0
4037,27,Male,0
1863,55,Male,1
16284,70,Male,0
6305,71,Male,0
2738,30,Female,0
18449,33,Male,0
18319,34,Male,0
19732,33,Male,1
18939,69,Male,0
7712,78,Male,0
19252,66,Male,0
14144,38,Female,0
18774,53,Female,0
7988,59,Male,0
14902,24,Female,1
18877,19,Female,0
13555,49,Male,0
5235,45,Female,1
3901,77,Male,0
12211,56,Male,0
11599,54,Female,0
12787,36,Female,0
1972,37,Female,1
18840,20,Male,1
7989,53,Female,0
17058,41,Female,0
18306,50,Female,0
9895,67,Male,0
13014,54,Male,0
19906,40,Female,0
14350,37,Male,0
5594,45,Male,0
11855,40,Female,0
5579,30,Male,0
9485,23,Male,1
17658,79,Male,1
18897,58,Male,1
8840,59,Female,0
13860,28,Female,0
1495,45,Female,0
7762,46,Male,0
9197,28,Male,0
13877,43,Female,0
1192,60,Male,0
16462,36,Female,0
2258,25,Male,0
17897,59,Male,0
3992,67,Male,0
3982,44,Female,0
12655,54,Female,1
13997,49,Female,0
12643,28,Male,0
19593,30,Female,1
18909,69,Male,1
16825,75,Male,0
2750,28,Female,0
13728,68,Female,0
15462,75,Female,1
19517,54,Female,0
14211,62,Female,0
9759,66,Female,0
19474,20,Female,0
6416,27,Female,0
16132,66,Male,0
6424,23,Female,0
2180,26,Male,0
16285,32,Female,1
11340,38,Female,0
11310,63,Male,0
6716,36,Male,0
15518,53,Female,1
11575,64,Female,1
2099,79,Male,0
6946,73,Female,0
18513,24,Female,0
2037,37,Male,0
18653,57,Male,0
19475,61,Male,0
5983,30,Female,0
16452,41,Female,0
7169,75,Male,1
9783,53,Female,1
2182,41,Male,0
8953,70,Male,0
8736,42,Male,0
11764,75,Female,0
11779,36,Male,0
2413,56,Female,0
4559,55,Male,0
18819,20,Female,0
2605,33,Male,0
2755,41,Male,0
3641,33,Female,0
12613,54,Female,0
15391,40,Male,1
17309,35,Female,0
18808,71,Male,0
13125,42,Female,0
12431,21,Female,1
8496,65,Male,0
17365,34,Male,0
14744,65,Male,1
16995,70,Male,0
13417,57,Male,0
7726,71,Male,0
15344,74,Male,0
19191,44,Male,0
5799,27,Male,0
18082,28,Female,0
4238,32,Female,1
19791,59,Female,0
1145,75,Female,0
18084,78,Female,0
6100,50,Female,0
18329,26,Female,0
9868,58,Male,0
4099,44,Male,0
5597,69,Male,0
2593,44,Female,0
2610,36,Male,0
16864,29,Male,0
15292,21,Male,0
19569,28,Male,0
17482,71,Female,0
8571,69,Male,0
13823,33,Male,0
4881,35,Female,1
13665,29,Female,0
5219,55,Male,0
13287,44,Female,0
3857,47,Male,0
6239,58,Male,0
15285,34,Male,0
13332,60,Female,0
11972,77,Male,0
11086,75,Male,0
1794,80,Male,0
7526,34,Male,0
13369,38,Male,0
19723,38,Male,1
11904,46,Male,0
19824,76,Male,0
11029,40,Female,0
11323,24,Male,0
6726,77,Male,0
5999,44,Male,0
9075,27,Male,1
19351,50,Male,0
1073,46,Female,1
19918,71,Female,1
3649,42,Female,0
5722,40,Male,1
1559,59,Male,0
11625,38,Female,1
3614,54,Female,1
14490,18,Male,1
14112,63,Male,0
14452,35,Male,0
2473,69,Female,0
13535,69,Male,0
11680,49,Male,1
2800,19,Female,0
16707,22,Male,1
18629,80,Male,0
11459,52,Male,0
8574,71,Male,0
8349,70,Male,0
3968,64,Male,0
11905,32,Female,1
17717,19,Male,0
7446,64,Male,0
6508,30,Female,0
19222,39,Female,0
13672,37,Male,0
12031,35,Male,1
11602,23,Female,0
18843,78,Male,0
7188,30,Female,0
2890,54,Male,1
5899,31,Male,0
19378,30,Male,0
15238,73,Female,0
14520,34,Male,0
19795,46,Male,0
3331,44,Male,0
19373,69,Male,0
13214,36,Female,0
1602,23,Male,1
12175,62,Female,0
3878,40,Male,0
13686,35,Female,0
14288,21,Male,0
4125,37,Male,0
3340,46,Female,0
17946,72,Male,0
2112,20,Male,0
19277,23,Male,0
8102,21,Female,0
11677,39,Female,0
17647,68,Female,0
12433,22,Male,0
17792,73,Female,0
4520,32,Female,1
8951,56,Male,0
13883,42,Male,1
13569,38,Female,0
18221,19,Male,0
7578,32,Male,1
14808,24,Female,0
3194,24,Female,0
1921,23,Female,0
7968,75,Female,0
1350,77,Male,0
5709,53,Male,1
13838,26,Male,0
8064,30,Male,0
11111,70,Female,1
16708,71,Female,0
7562,74,Female,0
15297,68,Male,0
3281,76,Male,1
8783,38,Male,0
4917,43,Male,0
14609,34,Female,0
11232,25,Male,0
13726,31,Female,0
14445,38,Male,0
11133,49,Male,1
16315,18,Female,0
15944,56,Female,1
12932,55,Male,1
17939,51,Male,0
15271,74,Female,0
18658,34,Male,0
4662,55,Female,0
13055,72,Female,0
7212,75,Female,0
4129,69,Male,0
4696,23,Female,0
3207,60,Male,1
19298,48,Male,1
14798,45,Female,0
1115,31,Female,0
12671,22,Female,0
12705,49,Female,0
12771,74,Male,1
19286,42,Female,0
7136,40,Female,0
13147,53,Female,0
15641,27,Male,1
4983,67,Male,0
9743,59,Female,0
18892,26,Male,0
4235,30,Female,0
3947,78,Male,0
11025,73,Female,0
8719,36,Female,0
18149,68,Female,1
1742,43,Female,0
15399,61,Male,0
6155,68,Female,0
14496,62,Male,0
1727,24,Male,1
7645,69,Female,0
1574,31,Female,0
16917,20,Female,0
3811,41,Male,0
5354,27,Female,0
15549,42,Male,0
13469,61,Female,0
5689,52,Male,0
18262,66,Male,0
14649,29,Female,0
2244,43,Male,0
1616,39,Female,0
5650,21,Female,1
15485,70,Female,1
9297,23,Female,0
14711,38,Male,0
2699,66,Male,0
7601,74,Male,0
5633,71,Female,0
13414,63,Female,1
14383,21,Female,0
17113,51,Male,0
16798,47,Male,1
5945,36,Female,1
4997,26,Male,0
3761,42,Female,0
4506,51,Female,0
6028,19,Female,1
11743,38,Female,0
16609,65,Male,1
4160,36,Female,0
3770,28,Male,1
6698,52,Female,1
14179,67,Male,1
14845,77,Female,1
11761,51,Male,0
4892,65,Female,0
4686,38,Male,0
17349,48,Female,0
17539,44,Female,1
8067,28,Female,0
19450,43,Female,0
9866,39,Male,0
1154,70,Female,0
16823,40,Male,0
4629,71,Female,0
13939,79,Female,1
6735,20,Male,0
15679,63,Male,0
5502,33,Male,0
11767,37,Male,0
9140,41,Female,0
17586,42,Female,1
2087,61,Female,0
19228,69,Female,0
8521,35,Female,0
18407,20,Female,0
14657,19,Male,0
8254,27,Male,0
19754,34,Male,1
14135,23,Female,0
5786,58,Male,0
19763,30,Male,0
8171,66,Male,0
19793,80,Female,0
13514,72,Male,0
5172,43,Male,0
13230,44,Male,0
5879,48,Male,1
17788,37,Female,0
9096,57,Female,0
14463,44,Female,1
12881,23,Female,1
4274,58,Female,0
2922,39,Female,0
8746,76,Female,0
5322,52,Female,0
13732,60,Male,0
17186,47,Female,1
12147,50,Female,0
12152,32,Male,0
9560,66,Male,0
16646,66,Male,0
13212,45,Male,0
12233,30,Male,1
17888,77,Female,1
3806,35,Male,0
9735,74,Female,0
2806,26,Male,0
19042,69,Female,0
16574,32,Female,1
8553,52,Female,1
14825,28,Male,0
2817,44,Female,0
15889,75,Female,0
11580,35,Female,1
17802,38,Male,0
4293,58,Female,0
11745,65,Female,0
5710,21,Male,0
17467,53,Female,0
6889,46,Male,1
12929,29,Male,1
14899,66,Female,1
19991,75,Male,1
2861,48,Female,1
4577,40,Male,1
4655,23,Female,0
13001,72,Male,0
12956,36,Male,1
7074,30,Female,0
5892,51,Female,0
18226,34,Male,0
11684,53,Male,1
8218,54,Male,0
7159,68,Male,0
6799,32,Female,0
5665,32,Female,0
19190,76,Male,0
17460,62,Female,0
9245,36,Male,1
7774,27,Male,0
11812,76,Male,0
19742,37,Male,0
2943,49,Male,1
1461,65,Female,0
13151,61,Female,0
17232,39,Female,0
18664,54,Male,0
8811,47,Female,0
3994,18,Male,1
6500,45,Male,0
15225,20,Female,1
5461,43,Male,0
2629,49,Male,1
19714,43,Female,0
12378,79,Male,1
19786,22,Female,0
14311,57,Female,0
18858,34,Female,0
17117,39,Male,1
14574,63,Female,0
19784,22,Male,0
6340,55,Male,1
6652,73,Male,0
2114,29,Female,0
12303,43,Male,1
18426,32,Male,0
19059,59,Male,0
17783,31,Male,0
17886,37,Male,0
13202,51,Male,1
15128,72,Female,1
17096,68,Male,0
9588,26,Female,0
6487,41,Female,1
12626,78,Female,0
18928,75,Female,0
17820,47,Male,1
18681,39,Male,1
17266,73,Female,0
14988,49,Male,0
11197,39,Female,0
18103,38,Male,0
12220,24,Female,0
1314,30,Male,0
18141,23,Female,0
14126,21,Female,1
5242,49,Female,0
18386,69,Female,0
4443,74,Female,0
16294,66,Female,0
9571,76,Male,0
1352,19,Male,0
14689,39,Female,0
16655,26,Female,0
1389,22,Male,1
8725,64,Female,0
8383,57,Male,0
13879,36,Female,0
13090,69,Female,0
2254,57,Female,0
19409,47,Male,0
15509,46,Female,0
17922,29,Female,0
16903,74,Female,0
13834,78,Female,0
1893,51,Female,0
8123,61,Male,0
14376,18,Male,1
1171,50,Male,0
16896,79,Male,0
14399,76,Female,0
11701,24,Female,0
17954,43,Male,1
9453,59,Female,0
9898,48,Male,0
3494,58,Male,1
4709,19,Female,0
13630,24,Male,1
15410,67,Male,1
7355,60,Female,0
13431,22,Male,0
17561,41,Female,0
7003,64,Male,0
2156,75,Male,0
4152,49,Male,1
16926,53,Male,0
6771,68,Male,0
9821,74,Female,0
11458,35,Female,1
17591,50,Male,1
11015,36,Male,0
17596,79,Female,0
9810,46,Male,0
17302,68,Female,0
4970,39,Female,0
9126,76,Male,0
12344,59,Female,0
7053,48,Male,0
8599,40,Male,0
14648,73,Female,0
19028,68,Female,0
7282,71,Male,0
9005,36,Female,0
3040,28,Female,0
14233,70,Male,0
15810,53,Male,1
14703,52,Male,0
19097,68,Male,0
2658,28,Male,1
15558,34,Male,0
8286,74,Male,0
9368,24,Male,0
8918,32,Female,0
14322,31,Male,0
15875,76,Male,0
8614,62,Female,0
15557,43,Female,0
19066,52,Male,0
7566,29,Female,0
18972,21,Female,0
11617,41,Female,1
19782,56,Female,1
12325,24,Male,0
18198,21,Female,0
9741,44,Female,0
13572,69,Male,0
5957,41,Female,0
19853,55,Male,1
5997,40,Male,0
13329,65,Female,0
5516,53,Female,0
13004,80,Male,0
16553,56,Female,0
16454,63,Female,0
3810,64,Female,1
12565,73,Female,0
3785,51,Male,1
11739,41,Female,1
6137,58,Male,0
5730,40,Male,1
11187,51,Female,0
12136,76,Female,0
3143,34,Male,0
12897,35,Male,0
6343,18,Male,0
11695,51,Female,0
5054,29,Female,0
15289,35,Female,0
13670,47,Female,0
5335,53,Female,0
15682,41,Female,0
19743,32,Female,1
3445,18,Male,1
13334,30,Male,0
19559,45,Female,0
11107,67,Female,0
1789,69,Male,0
3800,23,Female,0
1316,52,Male,1
8523,33,Male,0
12615,71,Female,0
11989,18,Male,0
14805,28,Male,0
16200,43,Male,0
7397,26,Male,0
13824,71,Male,0
17100,51,Male,0
13276,64,Male,1
1357,30,Female,1
8036,75,Female,0
14373,30,Female,0
9351,50,Female,0
4920,22,Male,0
5179,44,Female,0
13299,20,Male,0
18384,42,Male,0
7358,21,Female,0
8035,18,Female,0
8027,50,Female,0
15210,28,Female,0
11618,80,Male,0
9462,29,Male,0
18324,29,Female,0
11571,39,Female,0
3129,61,Male,1
15808,49,Female,0
5864,61,Male,0
11558,19,Female,0
14001,67,Male,0
19012,43,Female,0
1504,41,Male,0
15114,64,Female,0
15168,44,Female,0
1483,52,Female,0
4363,45,Male,0
11489,27,Male,0
17744,61,Male,1
13562,36,Male,0
19943,55,Male,1
18194,56,Male,0
15151,28,Male,1
7584,45,Female,0
8142,59,Male,0
1124,24,Female,0
1689,31,Male,0
7716,40,Female,0
9193,77,Female,1
17798,51,Female,0
18312,18,Female,0
14108,75,Male,0
4499,67,Female,0
11375,52,Female,1
2181,44,Male,0
2822,71,Female,0
16788,80,Male,0
9073,57,Female,0
9064,32,Female,0
16376,25,Male,0
3588,22,Male,1
7447,27,Female,0
13448,70,Female,0
18794,43,Male,0
9312,79,Male,0
12157,56,Female,0
9296,49,Male,0
16381,68,Male,0
11925,80,Male,0
3476,30,Male,0
5424,73,Male,0
13351,49,Male,0
15542,63,Male,0
19555,51,Female,0
16924,45,Male,0
15368,44,Female,1
6029,72,Male,0
19576,57,Female,0
7908,19,Female,0
5527,28,Female,1
9150,53,Male,0
9284,21,Male,0
5985,31,Female,0
11237,55,Female,1
16616,53,Female,0
14712,26,Male,0
19118,21,Male,0
15299,63,Female,1
7010,80,Female,0
1160,22,Female,1
15148,34,Male,0
13096,56,Male,0
4689,70,Male,0
13900,19,Male,0
15169,68,Female,0
14048,26,Female,0
15162,40,Female,1
6760,22,Female,0
16077,53,Female,1
8705,45,Male,1
17843,25,Female,0
12424,31,Female,0
17890,41,Male,0
13012,65,Female,0
1965,28,Male,0
4216,21,Female,0
14027,29,Male,1
9545,28,Female,1
17731,55,Female,0
12796,28,Male,0
8249,77,Female,0
7313,70,Female,0
1945,31,Male,0
17237,18,Male,0
17253,74,Female,1
19086,72,Male,0
12917,39,Male,0
15637,58,Female,0
5478,22,Female,0
3689,53,Female,0
12706,79,Male,0
9578,27,Male,0
19510,28,Male,0
5876,54,Female,0
7706,33,Male,0
16194,76,Female,1
19787,19,Female,0
17683,63,Female,0
8867,75,Female,1
12657,29,Male,0
16532,45,Female,0
6789,46,Male,0
11712,36,Male,0
19479,27,Female,0
11811,53,Male,0
6801,72,Male,0
7394,62,Female,0
15417,22,Male,0
12799,31,Female,1
5540,58,Female,0
3123,29,Male,0
8438,44,Female,1
15996,42,Male,0
13580,67,Female,0
17169,21,Female,0
3168,56,Male,1
17730,68,Female,0
9144,54,Female,0
18801,72,Male,0
13998,60,Female,1
5995,49,Female,1
12813,19,Female,0
16522,36,Male,0
14380,42,Female,0
3026,74,Male,1
7381,23,Female,0
16450,26,Female,1
19139,34,Female,1
16769,77,Female,0
15695,41,Female,1
15195,37,Female,0
19879,68,Female,1
2607,68,Male,0
9012,32,Male,0
6972,52,Female,0
2513,40,Female,0
6211,48,Female,0
16386,31,Female,0
9994,55,Male,0
17481,37,Female,0
13820,73,Male,0
19890,28,Male,0
1031,20,Female,0
15226,56,Male,0
12618,55,Female,0
11022,26,Male,0
15295,50,Male,1
15007,19,Male,0
15577,57,Male,0
13666,65,Female,0
6275,29,Female,0
5702,72,Male,0
12556,76,Male,0
6140,22,Male,0
17330,34,Female,0
19892,45,Female,0
16187,27,Female,0
19971,56,Male,0
19657,33,Male,0
12925,64,Female,0
1015,22,Male,0
15083,38,Male,0
18243,69,Male,0
11640,26,Female,0
12186,70,Male,0
5458,63,Male,0
11762,45,Male,0
5539,42,Female,1
12191,49,Female,0
12249,45,Female,0
7979,49,Female,0
3946,43,Female,0
14780,19,Female,0
12322,33,Male,0
3876,28,Female,0
8078,43,Male,0
4867,19,Male,0
18833,53,Male,1
8110,66,Female,0
7872,35,Male,0
11926,22,Female,1
16982,25,Female,0
13024,73,Male,0
13023,24,Female,0
4491,64,Male,0
18181,66,Female,0
11816,47,Male,0
14623,77,Female,0
3738,44,Male,0
14906,59,Male,0
17715,59,Female,0
7240,62,Male,1
16201,51,Male,1
3225,47,Male,1
6015,25,Male,0
16667,54,Male,0
19568,60,Female,0
15759,39,Female,0
16068,19,Male,1
15672,79,Male,0
6638,44,Male,0
16070,71,Male,1
1907,18,Female,0
6647,79,Female,1
15538,79,Female,0
18635,80,Male,0
16095,35,Female,1
5936,22,Male,1
7190,65,Female,0
14359,35,Female,1
14420,55,Male,0
14465,42,Male,0
15812,25,Male,0
11271,40,Male,0
11581,53,Female,0
6345,73,Female,0
14303,28,Male,0
15935,78,Female,0
11105,48,Female,1
13743,28,Male,0
15902,73,Male,1
16283,43,Female,0
16278,19,Female,0
19257,38,Female,0
6691,18,Male,0
6913,60,Female,0
9189,23,Male,0
3085,35,Male,0
18548,61,Female,0
2880,43,Female,0
2297,61,Female,0
12471,62,Male,0
1883,75,Female,0
17403,39,Male,0
8575,39,Female,1
11867,39,Male,0
6642,40,Female,0
11870,39,Female,0
6064,42,Female,1
13664,72,Female,0
17265,35,Female,0
2337,65,Male,0
13283,41,Female,0
18882,41,Female,0
